主机,CPU(个),账号清单,挂载点,IP,硬盘(个),CPU(核),序列号,系统版本,运行时间
dockerA,1,root bin daemon adm lp sync shutdown halt mail uucp operator games gopher ftp nobody vcsa cheungssh saslauth apache mysql sshd postfix,"/dev/mapper/docker-252:1-788495-8c171760245208040e73e44a59c932ca38b86a917b08f72d2f4858729861a934 on / type ext4 (rw,relatime,barrier=1,stripe=16,data=ordered) /dev/vda1 on /etc/resolv.conf type ext4 (rw,relatime,barrier=0,data=ordered) /dev/vda1 on /etc/hostname type ext4 (rw,relatime,barrier=0,data=ordered) /dev/vda1 on /etc/hosts type ext4 (rw,relatime,barrier=0,data=ordered)",192.168.42.3,2,1,获取数据失败 /usr/sbin/dmidecode  -s system-serial-number  -bash: /usr/sbin/dmidecode: No such file or directory  [root@8c1717602452 ~]# ,6.7, 10 days 19:05
